Waktu,Kecerahan,Temperature,Latitude,Longtitude
510.5192863,17.29999924,26.39999962,-6.93892237,107.551272
520.5159079,13.80000019,26.39999962,-6.93885778,107.551172
530.5545284,13,26.39999962,-6.93878961,107.5510738
540.5481045,16,26.39999962,-6.93869128,107.5509808
550.5421307,9.300000191,26.39999962,-6.93859487,107.5508987
560.5385682,15,26.10000038,-6.93849444,107.5508195
570.5304459,17.89999962,26.39999962,-6.93840438,107.5507354
580.5238113,18.20000076,26.39999962,-6.93828284,107.5506966
590.5173147,18.20000076,26.39999962,-6.93816006,107.550651
600.5583834,18.10000038,26.39999962,-6.93803494,107.5506165
610.5536542,18.10000038,26.39999962,-6.93791495,107.5505915
620.5461077,18.20000076,26.10000038,-6.93779395,107.5505795
630.5396213,18.20000076,26.39999962,-6.9376815,107.5505718
640.5343638,18.20000076,26.10000038,-6.93757116,107.5505756
650.5305932,18,26.10000038,-6.93745117,107.5505872
660.5223037,11.39999962,26.10000038,-6.93734152,107.5506075
670.565722,11.10000038,26.10000038,-6.93723261,107.5506419
680.5581433,11,26.10000038,-6.93712765,107.55067
690.5518981,15.10000038,26.10000038,-6.93702185,107.5507059
700.5468999,11.60000038,26.10000038,-6.93692177,107.5507336
710.5402487,12.10000038,26.10000038,-6.93681282,107.5507705
720.5325219,15.60000038,26.10000038,-6.93670566,107.5507974
730.5266005,11.10000038,26.10000038,-6.93659574,107.5508206
740.5727446,14.30000019,26.10000038,-6.93648899,107.5508445
750.5640327,17.70000076,26.10000038,-6.93638121,107.5508545
760.557137,18.20000076,26.10000038,-6.93626819,107.550864
770.5508215,18.20000076,26.10000038,-6.93615416,107.5508499
780.5454988,17.39999962,26.10000038,-6.93603378,107.5508561
790.5386139,17.5,26.10000038,-6.9359156,107.5508331
800.5325278,17.70000076,26.10000038,-6.93579438,107.5508137
810.5753219,13,26.10000038,-6.93568235,107.5507847
820.5692802,12.30000019,26.10000038,-6.93557018,107.5507477
830.5637475,14,25.70000076,-6.93546328,107.5507067
840.5564397,18.60000038,26.10000038,-6.93535992,107.5506599
850.550469,18.20000076,25.70000076,-6.93525735,107.5506052
860.5436812,17.89999962,26.10000038,-6.93515267,107.5505455
870.536708,18.10000038,26.10000038,-6.93505058,107.5504892
880.5827956,17.70000076,26.10000038,-6.93494233,107.5504208
890.5738523,17.79999924,25.70000076,-6.93483612,107.5503514
900.5686981,17.79999924,25.70000076,-6.9347347,107.5502922
910.563748,17.29999924,25.70000076,-6.93462664,107.5502187
920.5558618,18.10000038,25.70000076,-6.93451834,107.5501475
930.5502746,16.79999924,25.70000076,-6.93441263,107.5500882
940.54191,18,25.70000076,-6.93430415,107.5500071
950.5858519,16.60000038,25.70000076,-6.93419515,107.5499339
960.5798756,18.5,25.70000076,-6.93409368,107.5498657
970.5728092,17.89999962,25.70000076,-6.93398537,107.5497991
980.5691923,18.20000076,25.70000076,-6.9338754,107.5497256
